Belem;brazil;belem;belem;2025000;belem0;-1.45583;-48.50444;13;303
Lyon;france;lyon;lyon;2025000;lyon0;45.75;4.85;2;304
Pingdingshan;china;pingdingshan;pingdingshan;2025000;pingdingshan0;33.73847;113.30119;59;305
Kitakyushu;japan;kitakyushu;kitakyushu;1970000;kitakyushu0;33.83333;130.83333;7;306
San Salvador;el_salvador;san_salvador;san_salvador;1960000;san_salvador0;13.68935;-89.18718;1;307
Datong;china;datong;datong;1950000;datong0;40.09361;113.29139;60;308
Aleppo;syria;aleppo;aleppo;1940000;aleppo0;36.20278;37.15861;2;309
Bengbu;china;bengbu;bengbu;1940000;bengbu0;32.916667;117.383333;61;310
Tabriz;iran;tabriz;tabriz;1940000;tabriz0;38.08;46.2919;4;311
Zunyi;china;zunyi;zunyi;1940000;zunyi0;27.683333;106.9;62;312
Kaduna;nigeria;kaduna;kaduna;1930000;kaduna0;10.52224;7.43828;6;313
Madurai;india;madurai;madurai;1930000;madurai0;9.93333;78.11667;30;314
Valencia;venezuela;valencia;valencia;1920000;valencia0;10.16202;-68.00765;3;315
Anyang;china;anyang;anyang;1910000;anyang0;36.1;114.333333;63;316
San Juan;united_states;san_juan;san_juan;1910000;san_juan0;18.45;-66.06667;34;317
Shiraz;iran;shiraz;shiraz;1910000;shiraz0;29.6036;52.5388;5;318
Beirut;lebanon;beirut;beirut;1900000;beirut0;33.88894;35.49442;1;319
Huaian;china;huaian;huaian;1900000;huaian0;33.5;119.133333;64;320
Kigali;rwanda;kigali;kigali;1890000;kigali0;-1.943889;30.059444;1;321
Liverpool;unitedkingdom;liverpool;liverpool;1890000;liverpool0;53.41058;-2.97794;5;322
Meerut;india;meerut;meerut;1890000;meerut0;28.98333;77.7;31;323
Montevideo;uruguay;montevideo;montevideo;1890000;montevideo0;-34.83346;-56.16735;1;324
